279.02,-182.26,294.22,-176.02,287.39,-178.82,1.9603
276.62,-172.5,291.29,-167.3,284.2,-169.82,1.9115
272.91,-160.58,287.16,-155.43,279.94,-158.03,1.9174
268.91,-149.28,283.11,-144.39,276.07,-146.81,1.9027
264.76,-135.51,278.27,-131.08,271.63,-133.26,1.8878
259.32,-119.73,272.71,-114.69,265.64,-117.35,1.9306
251.11,-95.328,264.48,-91.038,257.88,-93.156,1.8812
245.84,-78.491,258.57,-74.01,251.96,-76.336,1.9093
239.19,-58.442,251.24,-54.461,245.37,-56.4,1.89
232.3,-37.018,243.91,-33.032,238.04,-35.048,1.9015
229.91,-28.034,242.61,-25.116,236.1,-26.611,1.7966
229.17,-17.16,241.42,-16.434,235.52,-16.783,1.63
229.17,-6.6248,241.61,-6.7104,235.59,-6.669,1.5639
230.26,5.1261,242.75,3.6973,236.85,4.3724,1.4569
232.06,14.47,244.6,13.098,237.89,13.833,1.4618
234.85,25.82,247.16,21.434,241.33,23.511,1.2287
239.61,37.4,250.99,33.361,245.52,35.304,1.2297
244.19,47.271,255.72,42.028,249.8,44.72,1.1442
250.69,57.464,261.08,50.086,256.11,53.614,0.95357
256.83,65.827,267.35,58.797,261.97,62.388,0.98159
265.62,75.185,274.14,66.875,270.15,70.77,0.79807
271.46,80.705,279.95,71.443,275.81,75.962,0.74205
277.59,85.321,284.94,75.317,281.43,80.094,0.63357
285.96,90.741,293.14,80.289,289.48,85.621,0.60188
293.34,95.822,300.2,84.524,296.82,90.081,0.54576
305.33,102.51,311.99,91.744,308.54,97.323,0.55367
319.39,111.19,325.83,100.47,322.64,105.79,0.54055
329.89,117.99,336.75,107.22,333.32,112.6,0.5675
339.54,123.66,345.89,112.74,342.78,118.1,0.52702
354.98,133.11,361.72,122.14,358.33,127.65,0.55067
365.38,139.55,372.55,128.65,368.72,134.48,0.58158
380.33,148.7,386.51,137.9,383.6,142.98,0.5195
391.8,155.7,398.86,145.2,395.13,150.74,0.59171
402.73,162.61,409,151.72,405.97,156.99,0.52308
413.75,169.71,420.52,158.8,417.29,164.02,0.55567
424.14,175.97,430.79,165.22,427.59,170.39,0.55409
433.01,181.58,439.96,171.68,436.48,176.63,0.61185
439.82,187.6,447.88,177.78,443.85,182.68,0.68738
444.34,192.49,453.64,184.37,448.92,188.49,0.85294
448.78,198,458.29,189.89,453.56,193.92,0.86436
451.48,202.37,462.45,195.78,456.74,199.21,1.0298
453.98,206.02,464.71,200.32,458.95,203.38,1.0824
456,210.43,466.63,204.74,461.23,207.63,1.0795
458.34,215.46,469.41,210.41,463.69,213.02,1.1434
460.45,221.78,471.99,216.85,466.35,219.26,1.1671
462.43,226.51,474.11,222.42,468.19,224.5,1.2334
464.5,231.59,475.84,227.05,470.12,229.34,1.1901
466.05,235.89,477.77,231.59,471.76,233.79,1.2185
468.16,242,479.99,237.87,473.93,239.99,1.2347
470.34,246.95,481.98,242.44,475.8,244.83,1.201
472.83,254.2,484.74,249.14,478.72,251.7,1.169
475.81,260.01,486.8,253.61,481.6,256.64,1.0437
479.55,265.5,489.93,259.29,484.96,262.26,1.0314
483.35,271.31,493.67,264.25,488.66,267.68,0.97122
488.06,276.44,497.68,268.57,492.72,272.63,0.88515
491.27,279.81,500.06,270.79,495.56,275.4,0.77185
495.45,283.35,503.23,273.56,499.37,278.42,0.67127
500.64,287.03,507.96,276.51,504.26,281.83,0.60871
505.66,289.94,512.08,278.99,508.84,284.52,0.53017
510.46,292.08,515.8,280.78,513.08,286.53,0.44218
517.17,294.96,521.87,283.1,519.5,289.07,0.37729
524.57,297.71,528.51,285.82,526.65,291.44,0.3205
530.34,300,535.01,287.98,532.74,293.81,0.37055
536.16,302.49,540.62,290.28,538.55,295.93,0.34986
542.71,304.52,547.77,293.09,545.21,298.87,0.4163
546.54,306.47,552.45,295.5,549.42,301.14,0.49426
551.17,309.5,557.36,298.65,554.34,303.95,0.51855
555.52,312.07,561.98,301.44,558.81,306.66,0.54584
558.89,314.83,566.31,304.78,562.76,309.58,0.63619
562.48,318.11,570.87,308.95,566.86,313.33,0.7415
565.39,321.54,574.93,313.49,570.29,317.41,0.87007
568.23,325.55,578.88,318.87,573.37,322.32,1.0108
570.25,329.53,581.11,323.31,575.71,326.4,1.051
572.42,334.24,583.81,329.08,578.1,331.67,1.145
574.61,339.96,586.51,335.95,580.25,338.06,1.2455
575.83,344.95,587.97,341.79,581.65,343.44,1.316
576.68,350.7,589.44,348.07,582.89,349.42,1.367
577.43,356.21,589.92,354.96,583.51,355.6,1.4709
578.27,363.06,590.9,361.54,584.32,362.33,1.4514
578.99,369.67,591.85,367.3,585.45,368.48,1.3885
579.92,376,592.55,374.73,586.15,375.38,1.4702
581.06,382.69,593.64,380.84,587.09,381.8,1.4253
582.1,389.01,594.5,387.07,588.07,388.07,1.4155
583.23,395.06,595.27,392.12,589.41,393.55,1.3314
584.99,400.92,596.77,397.5,591.04,399.17,1.2881
587.34,406.9,598.79,402.2,593.22,404.49,1.1816
590.65,414.61,602.2,409.05,596.69,411.71,1.1223
593.56,419.43,604.59,413.87,599.16,416.6,1.1037
597.23,425.24,607.81,418.28,602.54,421.74,0.98909
600.92,430.05,611.04,422.3,605.96,426.2,0.91707
604.75,434.95,614.82,426.59,609.76,430.79,0.87835
609.36,439.52,618.22,430.44,613.92,434.84,0.77277
613.31,443.79,622.69,434.88,618.1,439.24,0.811
619.05,448.33,627.56,439.19,623.14,443.94,0.74996
624.33,452.45,632.06,442.49,628.01,447.71,0.65975
628.98,455.83,636.06,445.26,632.43,450.67,0.59032
634.2,459.35,640.94,448.99,637.64,454.06,0.57679
640.77,463.28,647.41,452.44,644.02,457.97,0.54959
646.71,466.77,652.93,455.71,649.82,461.23,0.512
653.5,470.35,659.45,459.36,656.48,464.84,0.49581
659.18,473.22,665.28,461.68,662.05,467.78,0.48624
664.5,475.33,669.3,463.59,666.8,469.72,0.38764
669.47,477.17,673.89,465.18,671.57,471.47,0.35294
675.37,478.92,678.93,467.05,677.11,473.13,0.29137
681.52,480.23,683.71,468.36,682.64,474.16,0.18244
687.13,480.76,688.74,468.86,687.93,474.87,0.1338
694.53,481.63,695.28,469.57,694.92,475.3,0.06215
702.21,481.54,702.3,469.53,702.26,475.36,0.0072713
709.09,481.39,708.2,468.23,708.65,474.92,-0.06783
715.85,480.32,712.83,467.04,714.33,473.63,-0.22407
721.16,478.09,717.41,465.67,719.35,472.11,-0.29323
726.59,475.92,721.56,464.19,724.08,470.08,-0.40532
733.58,472.56,729.12,461.69,731.34,467.1,-0.38949
740.39,469.72,735.22,458.35,737.85,464.14,-0.42673
745.41,467.32,740.46,456.42,742.92,461.84,-0.42589
752.18,464.28,746.76,453.01,749.49,458.68,-0.44843
759.73,460.85,754.3,449.43,757.01,455.11,-0.44378
767.62,457.07,762.36,445.64,765.02,451.42,-0.4314
776.26,453.54,771.03,441.97,773.55,447.56,-0.42448
785.21,449.66,780.46,438.02,782.81,443.79,-0.38736
792.69,446.3,787.44,434.76,790.05,440.49,-0.42719
799.6,443,794.55,431.66,797.08,437.36,-0.41915
805.56,440.37,800,428.94,802.75,434.6,-0.45282
813.55,436.53,808.22,425.14,810.87,430.81,-0.43702
820.08,433.6,815.08,422.36,817.52,427.85,-0.41842
826.16,430.89,821.8,419.45,824.05,425.36,-0.3639
828.73,430.46,826.05,418.27,827.45,424.62,-0.21576
830.83,430.47,829.4,417.86,830.13,424.31,-0.11261
833.16,430.78,832.71,417.84,832.93,424.22,-0.034634
835.82,431.22,837.57,418.67,836.72,424.75,0.13879
838,431.95,842.16,420.21,840.13,425.95,0.34057
840.39,433.2,845.76,422.28,843.21,427.47,0.4569
843.16,434.78,849.74,424.57,846.5,429.59,0.57253
845.79,436.57,852.78,426.45,849.29,431.51,0.60483
849.54,438.88,855.59,427.8,852.58,433.31,0.49982
854.16,441.85,861.22,431.3,857.62,436.69,0.59029
859.82,445.63,866.69,435.08,863.25,440.36,0.57785
865.13,449.49,872.76,439.31,868.83,444.55,0.64377
869.74,453.13,877.39,443,873.54,448.11,0.64725
874.85,457.48,883.21,447.75,878.92,452.74,0.71011
879.79,461.84,887.92,452.32,883.92,457,0.70671
883.49,465.49,892.29,456.06,887.92,460.74,0.7507
887.18,469.16,896.29,460.38,891.77,464.74,0.80435
890.82,473.06,899.93,464.09,895.47,468.49,0.79299
894.46,476.97,903.97,468.7,899.23,472.82,0.85465
897.36,480.4,907.21,472.15,902.19,476.35,0.87374
899.89,483.89,910.22,475.97,904.98,479.98,0.91647
903.67,488.16,913.59,480.07,908.47,484.25,0.88627
907.21,492.82,917.46,485.5,912.09,489.33,0.95074
910.55,497.72,920.64,490.85,915.5,494.35,0.97315
913.93,503.12,924.14,496,919.11,499.51,0.96204
917.75,508.43,928.07,500.78,922.89,504.62,0.93301
922.77,513.36,932.37,505.04,927.17,509.55,0.85663
928.52,518.24,936.12,507.77,932.18,513.2,0.62818
934.02,521.96,940.23,511.07,937.34,516.14,0.51804
939.07,524.42,944.86,513.25,942.09,518.6,0.47799
945.58,527.36,950.47,515.35,948.14,521.06,0.38622
953,529.28,956.47,516.7,954.76,522.88,0.26933
959.35,530.07,961.58,517.53,960.45,523.9,0.17648
966.7,530.54,967.34,517.59,967.01,524.23,0.04978
974.54,529.97,973.39,517.06,973.97,523.61,-0.089005
980.37,528.8,977.41,515.93,978.91,522.47,-0.22643
985.52,527.16,981.79,514.92,983.65,521.02,-0.29576
991.94,524.57,986.96,512.78,989.41,518.59,-0.39975
997.92,521.6,992.2,510.15,995.02,515.79,-0.46335
1003.2,518.34,995.69,507.4,999.39,512.79,-0.60151
1007.7,514.63,999.36,504.63,1003.4,509.47,-0.6928
1011.6,510.51,1002.4,501.46,1006.9,505.9,-0.79017
1014.9,506.63,1005.2,498.33,1009.9,502.38,-0.86094
1018.4,501.25,1008.1,494.47,1013,497.7,-0.99078
1021.5,495.41,1010.8,489.54,1015.9,492.36,-1.071
1024.4,490.05,1012.8,485.05,1018.1,487.34,-1.1646
1026.3,485.94,1014.9,480.49,1020.2,483,-1.1229
1027.9,483.28,1018.7,475.68,1023.2,479.37,-0.88083
1030.3,481.14,1022.3,472.3,1026.2,476.61,-0.73563
1033.8,479.11,1027.1,468.58,1030.5,473.89,-0.57079
1037.1,478.03,1032.9,466.28,1035,472.25,-0.34324
1042.1,477.6,1040.3,465.25,1041.1,471.36,-0.14516
1047.4,478.19,1049.5,465.92,1048.4,472.59,0.16797
1052.6,479.77,1055,467.01,1053.8,473.59,0.18446
1059.3,481.01,1061.5,468.5,1060.4,474.75,0.17354
1069.1,483.65,1072.2,470.79,1070.6,477.29,0.24324
1080.5,485.97,1083.1,473.35,1081.9,479.62,0.20421
1089.9,487.97,1092.8,475.61,1091.3,481.84,0.23087
1101.9,490.71,1104.6,478.13,1103.3,484.37,0.20838
1116.6,493.75,1119.2,481.37,1117.9,487.54,0.21372
1134.2,497.67,1137,485.26,1135.6,491.49,0.21984
1149.3,500.91,1151.9,488.55,1150.6,494.64,0.20614
1161.8,503.73,1164.7,491.35,1163.2,497.62,0.23234
1173,506.17,1175.7,493.85,1174.3,500.01,0.21159
1182.9,508.26,1185.4,495.74,1184.1,502,0.20084
1192.9,510.54,1195.6,498.16,1194.3,504.18,0.21197
1203.8,512.78,1206.4,500.59,1205.2,506.5,0.20974
1216.3,515.63,1219,503.56,1217.8,509.33,0.22055
1219.9,516.39,1222.7,504.15,1221.3,510.14,0.22298
1222.7,517.62,1227.5,505.83,1225.1,511.68,0.38992
1225.6,518.9,1231.2,507.92,1228.4,513.35,0.46604
1228,520.53,1234.9,510.19,1231.4,515.36,0.58915
1230.6,522.75,1238.8,513.32,1234.6,518.15,0.71748
1233.1,525.2,1242,516.32,1237.4,520.92,0.78606
1235.3,527.48,1244.4,519.25,1239.7,523.49,0.83474
1237.4,530.06,1246.9,521.79,1242,526.08,0.85633
1239.7,532.86,1249.2,524.95,1244.4,528.98,0.87472
1242.7,536.51,1252.5,528.99,1247.4,532.92,0.91876
1245.4,539.93,1254.5,531.61,1250,535.76,0.83393
1248.6,544.28,1258.4,536.06,1253.6,540.07,0.87285
1253,549.46,1262.8,541.65,1258,545.55,0.89745
1257.7,555.11,1267.4,547.16,1262.5,551.16,0.88743
1265.7,564.88,1275.4,556.87,1270.6,560.86,0.8788
1273,573.87,1283,565.82,1277.9,569.96,0.893
1278.5,580.43,1288.4,572.27,1283.3,576.51,0.88312
1285.4,588.94,1295.2,580.76,1290.2,584.88,0.87521
1294.4,599.91,1304.2,591.79,1299.3,595.82,0.87868
1302.4,609.17,1312,601.36,1307.1,605.33,0.88445
1310.9,619.61,1320.6,611.62,1315.7,615.67,0.8782
1321.3,632.24,1330.9,624.31,1326.1,628.29,0.87996
1330.9,643.97,1340.7,635.68,1335.9,639.77,0.86611
1340.3,655.81,1350.6,647.52,1345.5,651.63,0.88948
1349.5,666.96,1359.6,658.77,1354.6,662.81,0.88842
1356.7,675.87,1367,667.85,1361.7,671.95,0.90718
1364.6,685.51,1374.5,677.14,1369.6,681.3,0.87137
1375.3,698.17,1385.4,689.45,1380.3,693.83,0.86247
1384.7,710.05,1395.3,701.58,1390,705.87,0.89645
1392.4,719.19,1402.6,710.45,1397.5,714.78,0.86594
1400.2,728.77,1410.6,719.92,1405.6,724.22,0.86539
1407,737.44,1418,728.53,1412.6,732.9,0.89154
1413.8,745.34,1424.7,736.37,1419.2,740.9,0.88213
1417.9,750.96,1429.5,742.31,1423.6,746.78,0.92983
1422.1,756.63,1433.7,747.12,1427.8,751.96,0.88628
1425.1,761.63,1437.7,752.13,1431.5,756.85,0.92509
1427.6,765.62,1441.2,756.02,1434.3,760.88,0.95487
1430.5,770.38,1444.7,760.37,1437.5,765.42,0.95546
1433.3,774.79,1448.2,764.26,1440.5,769.67,0.957
1436.4,780.23,1451.6,768.61,1444.1,774.35,0.91773
1439.4,784.91,1455.3,773.13,1447.5,778.93,0.93223
1442,789.12,1458.2,776.33,1450.4,782.53,0.90124
1444.3,792.81,1460.8,779.32,1453,785.72,0.88353
1446.9,797.52,1464.4,783.7,1456.4,790.05,0.90316
1449.1,800.72,1467.8,787.79,1459,793.87,0.96715
1451.3,804.62,1471.1,791.59,1461.6,797.83,0.98731
1453.5,808.21,1473.7,794.56,1463.9,801.18,0.97577
1455.3,811.27,1476.6,798.19,1466.1,804.67,1.0186
1457.1,814.34,1479.1,801.89,1468,808.16,1.057
1458.8,817.3,1481,805.66,1469.8,811.53,1.0877
1460,818.99,1482.4,810.02,1471,814.58,1.1906
1460.9,820.84,1482.9,814.71,1471.9,817.77,1.2992
